Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-02-05 11:12:00-05:00,229.80999755859375,229.87060546875,229.6300048828125,229.69180297851562,47762,0.0,0.0
2025-02-05 11:13:00-05:00,229.69500732421875,229.81260681152344,229.6699981689453,229.7100067138672,36333,0.0,0.0
2025-02-05 11:14:00-05:00,229.72500610351562,229.77999877929688,229.52999877929688,229.61000061035156,65231,0.0,0.0
2025-02-05 11:15:00-05:00,229.60000610351562,229.77999877929688,229.5800018310547,229.74000549316406,48740,0.0,0.0
2025-02-05 11:16:00-05:00,229.747802734375,229.747802734375,229.42999267578125,229.4373016357422,61406,0.0,0.0
2025-02-05 11:17:00-05:00,229.44500732421875,229.52499389648438,229.41000366210938,229.4199981689453,39804,0.0,0.0
2025-02-05 11:18:00-05:00,229.4199981689453,229.63999938964844,229.4199981689453,229.50999450683594,43355,0.0,0.0
2025-02-05 11:19:00-05:00,229.53500366210938,229.55999755859375,229.44500732421875,229.52999877929688,32510,0.0,0.0
2025-02-05 11:20:00-05:00,229.50999450683594,229.57000732421875,229.37159729003906,229.55999755859375,39083,0.0,0.0
2025-02-05 11:21:00-05:00,229.55999755859375,229.62460327148438,229.52000427246094,229.5449981689453,35519,0.0,0.0
2025-02-05 11:22:00-05:00,229.5500030517578,229.5500030517578,229.44000244140625,229.52000427246094,32997,0.0,0.0
2025-02-05 11:23:00-05:00,229.50999450683594,229.52000427246094,229.27999877929688,229.2899932861328,97500,0.0,0.0
2025-02-05 11:24:00-05:00,229.30499267578125,229.57000732421875,229.25999450683594,229.5399932861328,70421,0.0,0.0
2025-02-05 11:25:00-05:00,229.535400390625,229.61480712890625,229.5,229.57000732421875,44321,0.0,0.0
2025-02-05 11:26:00-05:00,229.56019592285156,229.82969665527344,229.55999755859375,229.77999877929688,36699,0.0,0.0
2025-02-05 11:27:00-05:00,229.78500366210938,229.92999267578125,229.78500366210938,229.91000366210938,46214,0.0,0.0
2025-02-05 11:28:00-05:00,229.91639709472656,230.0,229.89999389648438,230.0,46115,0.0,0.0
2025-02-05 11:29:00-05:00,230.08999633789062,230.10000610351562,229.99000549316406,230.08999633789062,93610,0.0,0.0
2025-02-05 11:30:00-05:00,230.0800018310547,230.10000610351562,229.99000549316406,230.05499267578125,75380,0.0,0.0
2025-02-05 11:31:00-05:00,230.0500030517578,230.1300048828125,230.02000427246094,230.02430725097656,65823,0.0,0.0
2025-02-05 11:32:00-05:00,230.03500366210938,230.07000732421875,230.0,230.07000732421875,90353,0.0,0.0
2025-02-05 11:33:00-05:00,230.07000732421875,230.25,230.05999755859375,230.0800018310547,90791,0.0,0.0
2025-02-05 11:34:00-05:00,230.07000732421875,230.2899932861328,230.07000732421875,230.14999389648438,78138,0.0,0.0
2025-02-05 11:35:00-05:00,230.13999938964844,230.3000030517578,230.1300048828125,230.28500366210938,45400,0.0,0.0
2025-02-05 11:36:00-05:00,230.2899932861328,230.33999633789062,230.02000427246094,230.02999877929688,63118,0.0,0.0
2025-02-05 11:37:00-05:00,230.02999877929688,230.08999633789062,230.00999450683594,230.06500244140625,55665,0.0,0.0
2025-02-05 11:38:00-05:00,230.06500244140625,230.24830627441406,230.0500030517578,230.21499633789062,34322,0.0,0.0
2025-02-05 11:39:00-05:00,230.21499633789062,230.23989868164062,230.11109924316406,230.2299041748047,36455,0.0,0.0
2025-02-05 11:40:00-05:00,230.22999572753906,230.27999877929688,230.19000244140625,230.19500732421875,30051,0.0,0.0
2025-02-05 11:41:00-05:00,230.1999969482422,230.22000122070312,230.1199951171875,230.1199951171875,26610,0.0,0.0
2025-02-05 11:42:00-05:00,230.11000061035156,230.2100067138672,230.0399932861328,230.1649932861328,96182,0.0,0.0
2025-02-05 11:43:00-05:00,230.19000244140625,230.25990295410156,230.13999938964844,230.22000122070312,44320,0.0,0.0
2025-02-05 11:44:00-05:00,230.2010040283203,230.2657012939453,230.19000244140625,230.22999572753906,57192,0.0,0.0
2025-02-05 11:45:00-05:00,230.2292938232422,230.2899932861328,230.11000061035156,230.2100067138672,34812,0.0,0.0
2025-02-05 11:46:00-05:00,230.21499633789062,230.3563995361328,230.1999969482422,230.3300018310547,35554,0.0,0.0
2025-02-05 11:47:00-05:00,230.3300018310547,230.36000061035156,230.24000549316406,230.28500366210938,33284,0.0,0.0
2025-02-05 11:48:00-05:00,230.28500366210938,230.3249969482422,230.2100067138672,230.26499938964844,47991,0.0,0.0
2025-02-05 11:49:00-05:00,230.27499389648438,230.4499969482422,230.27499389648438,230.3699951171875,39529,0.0,0.0
2025-02-05 11:50:00-05:00,230.3800048828125,230.47999572753906,230.3800048828125,230.47410583496094,28922,0.0,0.0
2025-02-05 11:51:00-05:00,230.4600067138672,230.49000549316406,230.3699951171875,230.3699951171875,72342,0.0,0.0
2025-02-05 11:52:00-05:00,230.3800048828125,230.49000549316406,230.36000061035156,230.42999267578125,69627,0.0,0.0
2025-02-05 11:53:00-05:00,230.4499969482422,230.49000549316406,230.41000366210938,230.4499969482422,38875,0.0,0.0
2025-02-05 11:54:00-05:00,230.4600067138672,230.6885986328125,230.42999267578125,230.50999450683594,86425,0.0,0.0
2025-02-05 11:55:00-05:00,230.52059936523438,230.75999450683594,230.35000610351562,230.7100067138672,91058,0.0,0.0
2025-02-05 11:56:00-05:00,230.72720336914062,230.8000030517578,230.4595947265625,230.4595947265625,65719,0.0,0.0
2025-02-05 11:57:00-05:00,230.5,230.66000366210938,230.47000122070312,230.5800018310547,46758,0.0,0.0
2025-02-05 11:58:00-05:00,230.61819458007812,230.81500244140625,230.60000610351562,230.72999572753906,51285,0.0,0.0
2025-02-05 11:59:00-05:00,230.72999572753906,230.75,230.6750030517578,230.6999969482422,29009,0.0,0.0
2025-02-05 12:00:00-05:00,230.7299041748047,230.94000244140625,230.6999969482422,230.87989807128906,71119,0.0,0.0
2025-02-05 12:01:00-05:00,230.86500549316406,230.92799377441406,230.85000610351562,230.85000610351562,43651,0.0,0.0
2025-02-05 12:02:00-05:00,230.8300018310547,230.83999633789062,230.69500732421875,230.69500732421875,44719,0.0,0.0
2025-02-05 12:03:00-05:00,230.69500732421875,230.74989318847656,230.6199951171875,230.72000122070312,36076,0.0,0.0
2025-02-05 12:04:00-05:00,230.7449951171875,230.8699951171875,230.69000244140625,230.8350067138672,36464,0.0,0.0
2025-02-05 12:05:00-05:00,230.83999633789062,230.960693359375,230.82749938964844,230.9001007080078,48664,0.0,0.0
2025-02-05 12:06:00-05:00,230.91000366210938,231.02000427246094,230.89999389648438,230.9600067138672,62680,0.0,0.0
2025-02-05 12:07:00-05:00,230.92999267578125,230.9490966796875,230.8000946044922,230.82699584960938,35902,0.0,0.0
2025-02-05 12:08:00-05:00,230.8300018310547,230.89500427246094,230.8000030517578,230.88999938964844,30239,0.0,0.0
2025-02-05 12:09:00-05:00,230.88999938964844,230.92999267578125,230.8699951171875,230.8843994140625,19044,0.0,0.0
2025-02-05 12:10:00-05:00,230.89059448242188,231.0500030517578,230.8800048828125,231.0500030517578,35892,0.0,0.0
2025-02-05 12:11:00-05:00,231.0399932861328,231.22999572753906,231.0113983154297,231.20010375976562,57549,0.0,0.0
2025-02-05 12:12:00-05:00,231.1811981201172,231.1999053955078,230.88999938964844,230.88999938964844,50261,0.0,0.0
2025-02-05 12:13:00-05:00,230.89999389648438,231.1199951171875,230.89999389648438,231.0865936279297,43364,0.0,0.0
2025-02-05 12:14:00-05:00,231.08689880371094,231.1999969482422,231.02999877929688,231.18499755859375,40674,0.0,0.0
2025-02-05 12:15:00-05:00,231.18499755859375,231.2570037841797,231.13999938964844,231.21499633789062,43943,0.0,0.0
2025-02-05 12:16:00-05:00,231.22000122070312,231.23069763183594,231.1300048828125,231.1750030517578,44753,0.0,0.0
2025-02-05 12:17:00-05:00,231.16000366210938,231.25999450683594,231.16000366210938,231.1898956298828,40937,0.0,0.0
2025-02-05 12:18:00-05:00,231.18130493164062,231.23980712890625,231.0500946044922,231.08999633789062,47628,0.0,0.0
2025-02-05 12:19:00-05:00,231.20889282226562,231.27999877929688,231.0800018310547,231.20889282226562,44524,0.0,0.0
2025-02-05 12:20:00-05:00,231.17999267578125,231.22000122070312,231.07000732421875,231.08009338378906,33836,0.0,0.0
2025-02-05 12:21:00-05:00,231.0800018310547,231.1300048828125,230.94000244140625,230.9980926513672,81841,0.0,0.0
2025-02-05 12:22:00-05:00,230.97999572753906,231.03469848632812,230.94009399414062,230.9696044921875,38088,0.0,0.0
2025-02-05 12:23:00-05:00,230.9499969482422,230.9698944091797,230.88999938964844,230.90989685058594,40029,0.0,0.0
2025-02-05 12:24:00-05:00,230.90499877929688,231.00999450683594,230.89999389648438,230.97500610351562,38243,0.0,0.0
2025-02-05 12:25:00-05:00,230.99000549316406,231.02000427246094,230.94000244140625,230.99000549316406,30637,0.0,0.0
2025-02-05 12:26:00-05:00,230.97000122070312,231.00999450683594,230.88999938964844,230.88999938964844,26285,0.0,0.0
2025-02-05 12:27:00-05:00,230.9149932861328,230.94479370117188,230.89500427246094,230.89999389648438,20002,0.0,0.0
2025-02-05 12:28:00-05:00,230.91720581054688,230.94000244140625,230.86000061035156,230.86399841308594,32392,0.0,0.0
2025-02-05 12:29:00-05:00,230.86500549316406,230.8699951171875,230.6699981689453,230.69000244140625,35782,0.0,0.0
2025-02-05 12:30:00-05:00,230.67999267578125,230.74000549316406,230.6699981689453,230.71499633789062,35328,0.0,0.0
2025-02-05 12:31:00-05:00,230.7100067138672,230.74000549316406,230.67999267578125,230.69500732421875,24634,0.0,0.0
2025-02-05 12:32:00-05:00,230.67999267578125,230.6999969482422,230.59500122070312,230.61680603027344,26409,0.0,0.0
2025-02-05 12:33:00-05:00,230.6199951171875,230.73779296875,230.60000610351562,230.625,35523,0.0,0.0
2025-02-05 12:34:00-05:00,230.62469482421875,230.66000366210938,230.5500030517578,230.55999755859375,30812,0.0,0.0
2025-02-05 12:35:00-05:00,230.55419921875,230.74459838867188,230.5500030517578,230.6300048828125,30897,0.0,0.0
2025-02-05 12:36:00-05:00,230.625,230.75,230.6199951171875,230.63499450683594,60154,0.0,0.0
2025-02-05 12:37:00-05:00,230.58999633789062,230.64999389648438,230.55999755859375,230.58999633789062,24442,0.0,0.0
2025-02-05 12:38:00-05:00,230.5800018310547,230.58009338378906,230.3699951171875,230.4197998046875,58604,0.0,0.0
2025-02-05 12:39:00-05:00,230.41000366210938,230.5,230.39500427246094,230.5,47200,0.0,0.0
2025-02-05 12:40:00-05:00,230.4990997314453,230.52999877929688,230.3699951171875,230.3800048828125,39563,0.0,0.0
2025-02-05 12:41:00-05:00,230.37350463867188,230.41000366210938,230.2949981689453,230.3000030517578,43608,0.0,0.0
2025-02-05 12:42:00-05:00,230.2899932861328,230.3300018310547,230.2100067138672,230.21499633789062,44450,0.0,0.0
2025-02-05 12:43:00-05:00,230.21499633789062,230.26429748535156,230.2050018310547,230.23500061035156,28553,0.0,0.0
2025-02-05 12:44:00-05:00,230.2449951171875,230.25999450683594,230.16000366210938,230.1999969482422,40119,0.0,0.0
2025-02-05 12:45:00-05:00,230.1999969482422,230.25999450683594,230.19720458984375,230.22360229492188,31758,0.0,0.0
2025-02-05 12:46:00-05:00,230.22500610351562,230.25999450683594,230.21499633789062,230.2449951171875,25192,0.0,0.0
2025-02-05 12:47:00-05:00,230.25,230.25950622558594,230.2100067138672,230.2449951171875,23360,0.0,0.0
2025-02-05 12:48:00-05:00,230.25,230.3300018310547,230.24000549316406,230.30999755859375,53054,0.0,0.0
2025-02-05 12:49:00-05:00,230.31410217285156,230.37989807128906,230.30999755859375,230.375,24799,0.0,0.0
2025-02-05 12:50:00-05:00,230.375,230.3800048828125,230.3419952392578,230.3437042236328,31100,0.0,0.0
2025-02-05 12:51:00-05:00,230.33999633789062,230.33999633789062,230.0800018310547,230.1649932861328,51034,0.0,0.0
2025-02-05 12:52:00-05:00,230.1699981689453,230.22999572753906,230.1501007080078,230.22999572753906,28050,0.0,0.0
2025-02-05 12:53:00-05:00,230.24000549316406,230.4499969482422,230.22000122070312,230.35000610351562,47180,0.0,0.0
2025-02-05 12:54:00-05:00,230.33999633789062,230.35000610351562,230.22999572753906,230.25779724121094,39423,0.0,0.0
2025-02-05 12:55:00-05:00,230.25,230.27999877929688,229.99000549316406,230.048095703125,104933,0.0,0.0
2025-02-05 12:56:00-05:00,230.0500030517578,230.1300048828125,230.0399932861328,230.0679931640625,33325,0.0,0.0
2025-02-05 12:57:00-05:00,230.05999755859375,230.1199951171875,230.02999877929688,230.0500030517578,35702,0.0,0.0
2025-02-05 12:58:00-05:00,230.0399932861328,230.08999633789062,230.02999877929688,230.06500244140625,24250,0.0,0.0
2025-02-05 12:59:00-05:00,230.05999755859375,230.0800018310547,230.0142059326172,230.0500030517578,27917,0.0,0.0
2025-02-05 13:00:00-05:00,230.05499267578125,230.10000610351562,230.02999877929688,230.0399932861328,26608,0.0,0.0
2025-02-05 13:01:00-05:00,230.02999877929688,230.0500030517578,229.97999572753906,230.0500030517578,26958,0.0,0.0
2025-02-05 13:02:00-05:00,230.05999755859375,230.07000732421875,230.02999877929688,230.0449981689453,17292,0.0,0.0
2025-02-05 13:03:00-05:00,230.0417938232422,230.11000061035156,230.01010131835938,230.08999633789062,47322,0.0,0.0
2025-02-05 13:04:00-05:00,230.08999633789062,230.13999938964844,230.0749969482422,230.13499450683594,46759,0.0,0.0
2025-02-05 13:05:00-05:00,230.13999938964844,230.16000366210938,230.0399932861328,230.0500946044922,41764,0.0,0.0
2025-02-05 13:06:00-05:00,230.05419921875,230.1195068359375,230.02000427246094,230.10000610351562,28926,0.0,0.0
2025-02-05 13:07:00-05:00,230.10000610351562,230.14999389648438,230.00999450683594,230.0749969482422,69842,0.0,0.0
2025-02-05 13:08:00-05:00,230.08999633789062,230.08999633789062,230.0,230.0301055908203,31365,0.0,0.0
2025-02-05 13:09:00-05:00,230.03500366210938,230.0399932861328,229.86000061035156,229.91229248046875,52743,0.0,0.0
2025-02-05 13:10:00-05:00,229.9199981689453,229.97999572753906,229.77999877929688,229.77999877929688,43086,0.0,0.0
2025-02-05 13:11:00-05:00,229.7895050048828,229.85989379882812,229.77999877929688,229.77999877929688,35512,0.0,0.0
2025-02-05 13:12:00-05:00,229.78500366210938,229.97999572753906,229.78500366210938,229.9434051513672,44398,0.0,0.0
2025-02-05 13:13:00-05:00,229.94000244140625,229.9600067138672,229.77000427246094,229.77999877929688,45378,0.0,0.0
2025-02-05 13:14:00-05:00,229.79220581054688,229.88999938964844,229.7301025390625,229.81500244140625,52487,0.0,0.0
2025-02-05 13:15:00-05:00,229.80999755859375,229.8300018310547,229.7700958251953,229.82000732421875,133240,0.0,0.0
2025-02-05 13:16:00-05:00,229.82000732421875,229.9600067138672,229.80999755859375,229.93280029296875,34741,0.0,0.0
2025-02-05 13:17:00-05:00,229.94000244140625,229.9499969482422,229.7115936279297,229.75469970703125,39588,0.0,0.0
2025-02-05 13:18:00-05:00,229.7563934326172,229.91000366210938,229.7550048828125,229.8936004638672,29872,0.0,0.0
2025-02-05 13:19:00-05:00,229.89999389648438,229.94000244140625,229.88999938964844,229.94000244140625,29469,0.0,0.0
2025-02-05 13:20:00-05:00,229.93870544433594,229.93870544433594,229.82000732421875,229.8249969482422,40007,0.0,0.0
2025-02-05 13:21:00-05:00,229.8249969482422,229.9001007080078,229.8249969482422,229.88999938964844,26074,0.0,0.0
2025-02-05 13:22:00-05:00,229.89999389648438,229.89999389648438,229.83999633789062,229.83999633789062,28119,0.0,0.0
2025-02-05 13:23:00-05:00,229.8426055908203,229.88999938964844,229.77999877929688,229.8699951171875,43558,0.0,0.0
2025-02-05 13:24:00-05:00,229.87109375,229.88800048828125,229.81399536132812,229.8699951171875,29513,0.0,0.0
